from,to,timestamp,value,Temporal Ricci value,bin_edge,bin_pair
0x76338947e861bbd44c13c6402ca502dd61f3fe90,0x006e11c02630f955c7362bb78793e0814175c86d,1613947599,0.879487191795657,8.868952790405112,7,7
0x3cbc0b3e2a45932436ecbe35a4f2f267837bf093,0x82ea06f8d5ae7fc8838601e27e2271397938b429,1615891238,0.8646179168585199,6.898296004220394,7,6
0x3cbc0b3e2a45932436ecbe35a4f2f267837bf093,0xa44d0fc1f5d18f2a8edccc06c3d5d8877c2dd0c9,1616853148,0.6044102313621392,9.547077819450854,7,7
0xa91335cc09a4ab1dfff466af5f34f7647c842fa4,0xd80546cade2e6baff35f8e2096db846335e47a33,1616511302,0.9845833697151676,8.20047985739835,7,6
0x033fd2996a7cbb8ebce60c0d3bb5b70e4ee9addd,0xd394c6d836587038863dafeb2eef0292c8895538,1624577294,0.9999968684049557,7.705748449477883,7,6
0x23696443c942c4a4b343c1b152e908e9e3c6c083,0xd394c6d836587038863dafeb2eef0292c8895538,1624578781,0.9999968684049557,7.705652140610285,7,6
0x4000903235cbb261b425efac37e273878fbce2c2,0xd394c6d836587038863dafeb2eef0292c8895538,1624578858,0.9999968684049557,7.70564715330142,7,6
0xaa5f9845a26ea919c696031f047830462c5d8b5e,0xd394c6d836587038863dafeb2eef0292c8895538,1624539227,0.9999968684049557,7.708211026523434,7,6
0xd394c6d836587038863dafeb2eef0292c8895538,0x73b27c448b20a1942bc3cc18a5b4396525d220a4,1624661769,0.999984342220914,7.900221635968174,7,6
0x93426bd93db2fa1cc10a9192604d40bf28c62eaa,0xcf093e4392d4f460aa166a24db33aa365d142637,1615851235,0.9999763412850975,6.999540797659205,7,6
0x7872e75f29ccc725dbe60f7aeb0950642163047f,0x9c5135517fbdb0a8e8d7ec92025df195583e1e71,1605919540,0.9998434442709762,9.685256917093419,7,7
0x7872e75f29ccc725dbe60f7aeb0950642163047f,0x9c5135517fbdb0a8e8d7ec92025df195583e1e71,1605919832,0.9985927609294952,9.685418541747925,7,7
0x7872e75f29ccc725dbe60f7aeb0950642163047f,0x9c5135517fbdb0a8e8d7ec92025df195583e1e71,1610657860,0.996878171482176,9.68521834340758,7,7
