from,to,timestamp,value,Temporal Ricci value,bin_edge,bin_pair
0xd99034942c4a883ff3ed6cda6c91fe505a58eb2e,0xf2ec4a773ef90c58d98ea734c0ebdb538519b988,1689813359,0.9998929681357456,-5817.105780197655,7,1
0xd99034942c4a883ff3ed6cda6c91fe505a58eb2e,0x04d2bfc35e00bbaf343f109511aacd560f9c3e90,1690961795,0.9977711058042694,-1546.5468312937585,7,1
0xd99034942c4a883ff3ed6cda6c91fe505a58eb2e,0xca6c48a850b6e0bc6743ff9ea08d4fbe1a29efeb,1691028899,0.9992795701287321,-2474.2772376670027,7,1
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688447795,0.999993976470083,-1347.0248508632735,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688486783,0.9998244544719732,-1424.0261375950583,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688523083,0.9999424100140348,-1493.9746646328583,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688552003,0.9999733441027163,-1547.9666760775008,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688552531,0.999989624194865,-1548.9292585140338,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688558999,0.9999913799828347,-1560.0187205357265,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688566055,0.9999997931630308,-1571.5752081851415,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688567915,0.9999992759156102,-1574.4717539974088,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688606483,0.999996181927323,-1631.9213044666965,7,5
0x50f9bde1c76bba997a5d6e7fefff695ec8536194,0x6c1c420c04f4d563d6588a97693af902b87be5f1,1688610623,0.9999975020244476,-1637.8108772627293,7,5
