from,to,timestamp,value,Temporal Ricci value,bin_edge,bin_pair
0xbf1138072aa6a137a5bf2327de53b86886bc3b7f,0x871749429b91dba688c3fe799fdb14a9ba67e3fe,1670513471,0.9987715110401921,22.443310316915248,8,7
0xb4b236c5f8438611f12e6ffab0b2c8d47c27d91e,0x95ef36a28a7e10df6aad69264375d94fc203b05e,1668196583,0.897795370006247,16.453023310960337,8,7
0xae46d996fe5f46f8321ca9e54c5701eae7abe28a,0x83b874bdd4ef55f444b78750ff45e53f3c8da7c0,1668808211,0.9981285090436716,20.344981354967818,8,7
0xae46d996fe5f46f8321ca9e54c5701eae7abe28a,0xde84ab068abf7cf05df8a21264eaadbbe989dfc3,1669486859,0.9910802774936375,18.66610297136457,8,7
0x8fb87b13e25e3eabb9661a853db4a78f45a8bf8c,0xc19b1691f30973a6efa404f5fcd94b30fe1515e1,1668241427,0.8250401056739749,10.358151525697714,8,6
0x8fb87b13e25e3eabb9661a853db4a78f45a8bf8c,0x6b5aa099db09b7fe39535fce1907995754c4e0d9,1668241835,0.8250401056739749,17.322507916047666,8,7
0xaa35341e0c4e945beac0499e8367c77920cb0572,0xebfcca488f5b4dadefd7b4be48df33f489b33469,1675015127,0.9853798793009959,10.997935477902002,8,6
0xa53d88167ac9856a30374e4bbc3fc4c02f48691d,0x953aead99f4e09d47503fe5d20e02bf4117d4b68,1675533083,0.9831424013274216,10.573381303328896,8,6
0x71de13afdf41cb77660f13e1310761b60f617784,0x9442effabb16d481fc5687bb214185fa77f131b1,1694346755,0.9846014341611953,9.832551390212291,8,6
0x70bac28aeb049ca8894e03ec77bd8e09d1d019fd,0x5493fc5217be2153ccc7960c183de6cbcdfbc47c,1675015175,0.992040186984536,10.694183831963802,8,6
0x4fe5b965e3bd76eff36280471030ef9b0e6e2c1d,0x21ba83dca6f9004e6c769edada617830015e8e63,1671392399,0.9993745014871922,58.77272217479956,8,3
0x4fe5b965e3bd76eff36280471030ef9b0e6e2c1d,0xa53c69b80cbeb9ce986ce12a3736f28dd399bf0f,1671452795,0.9999969391818925,18.34413025026974,8,4
0xb6d7d116ff782c59e95bb168640d1691673508f3,0x91d66077c6855f0da6149e3e203aedc153c29086,1668689339,0.9903914475426823,16.0935551886177,8,7
0x077f3d4376a9fcf6895f7ea9c2ea7668f26e98c6,0xc32a1cd4d2e074afbd1e124e6ddbc06a956cbdcd,1669248659,0.9999850002249816,51.27392822324624,8,8
0x077f3d4376a9fcf6895f7ea9c2ea7668f26e98c6,0xc32a1cd4d2e074afbd1e124e6ddbc06a956cbdcd,1669249055,0.999970000899943,51.27646336363255,8,8
0x077f3d4376a9fcf6895f7ea9c2ea7668f26e98c6,0xc32a1cd4d2e074afbd1e124e6ddbc06a956cbdcd,1669253987,0.9999850002249816,51.30377871406378,8,8
0x077f3d4376a9fcf6895f7ea9c2ea7668f26e98c6,0xc32a1cd4d2e074afbd1e124e6ddbc06a956cbdcd,1669265435,0.9999850002249816,51.36524614515333,8,8
0x077f3d4376a9fcf6895f7ea9c2ea7668f26e98c6,0xc32a1cd4d2e074afbd1e124e6ddbc06a956cbdcd,1669336979,0.999970000899943,51.66620570857732,8,8
0x077f3d4376a9fcf6895f7ea9c2ea7668f26e98c6,0xc32a1cd4d2e074afbd1e124e6ddbc06a956cbdcd,1669944635,0.9999850002249816,48.06675096689841,8,8
